,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
266,N/A,N/A,lyb,N/A,N/A,N/A,N/A,N/A,122.25,13.04,1.45,6.54,11.32,15.61,13.27,47920000000.0,82.38,47920000000.0,54360000000.0,12.62,1.50,1.64,8.68,1.64,5990000000.0,47920000000.0,3760000000.0,9.32,11.00,15.60,2520000000.0,6.4,8960000000.0,2.40,18.57,5440000000.0,47920000000.0,19.55,78.04,9690000.0,3.99,2.94,10630000.0,N/A
267,N/A,N/A,m,N/A,N/A,N/A,N/A,N/A,149.60,12.03,0.34,1.97,2.82,6.55,4.87,8350000000.0,80.85,8350000000.0,14130000000.0,9.29,0.39,0.57,5.38,0.57,10160000000.0,8350000000.0,2.28,2.28,111.80,6.10,1.75,1.75,6320000000.0,1.29,13.89,1880000000.0,8350000000.0,0.32,86.77,69780000.0,4.14,23.19,57010000.0,N/A
268,N/A,N/A,ma,N/A,N/A,N/A,N/A,N/A,82.49,39.74,15.10,28.03,38.70,54.33,21.21,180330000000.0,11.10,180330000000.0,178300000000.0,30.91,1.94,14.93,25.84,14.93,10780000000.0,180330000000.0,4620000000.0,4.29,20.80,18.00,7420000000.0,7.01,5390000000.0,1.66,6.08,4740000000.0,180330000000.0,10.88,78.60,6870000.0,2.03,0.73,6420000.0,N/A
269,N/A,N/A,mac,N/A,N/A,N/A,N/A,N/A,125.10,63.70,9.47,2.50,14.19,27.83,1.89,10040000000.0,7.44,10040000000.0,14340000000.0,84.18,312.90,13.52,22.52,13.52,635330000.0,10040000000.0,149750000.0,1.04,27.40,2.00,71090000.0,0.5,5050000000.0,0.65,26.58,386270000.0,10040000000.0,0.55,104.57,0.12,0.12,0.00,2.96,N/A
270,N/A,N/A,mar,N/A,N/A,N/A,N/A,N/A,192.13,40.08,10.60,11.95,27.96,48.79,6.27,53640000000.0,13.28,53640000000.0,61810000000.0,28.57,2.08,12.22,21.81,12.22,2630000000.0,53640000000.0,1420000000.0,3.67,460.00,62.40,1.39,1.39,8670000000.0,0.52,12.31,2290000000.0,53640000000.0,38.96,0.00,0.14,0.14,0.00,1.32,N/A
271,N/A,N/A,mas,N/A,N/A,N/A,N/A,N/A,143.33,27.05,1.89,2.13,7.23,14.88,12.90,14260000000.0,23.81,14260000000.0,16020000000.0,19.45,1.26,2.13,12.83,2.13,2460000000.0,14260000000.0,1.68,1.68,10.40,3.10,1220000000.0,3.91,3090000000.0,1.94,0.51,414750000.0,14260000000.0,0.54,93.88,0.02,0.02,0.00,0.42,N/A
272,N/A,N/A,mat,N/A,N/A,N/A,N/A,N/A,199.29,53.45,1.12,3.96,11.73,4.23,2.10,5700000000.0,14.88,5700000000.0,8380000000.000001,53.45,8.87,1.64,17.58,1.64,2550000000.0,5700000000.0,598460000.0,1.75,181310000.0,13.10,181310000.0,0.53,2870000000.0,1.32,4.19,185780000.0,5700000000.0,0.35,122.96,75680000.0,3.97,28.31,76800000.0,N/A
273,N/A,N/A,mcd,N/A,N/A,N/A,N/A,N/A,1.28,25.81,6.05,7.15,24.19,34.97,15.80,142190000000.0,28.85,142190000000.0,168130000000.0,24.40,2.66,7.15,17.48,7.15,10200000000.0,142190000000.0,5690000000.0,6.91,47.70,10.40,2670000000.0,3.35,28620000000.0,1.28,4.36,5260000000.0,142190000000.0,0.06,69.89,6270000.0,1.97,0.77,6110000.0,N/A
274,N/A,N/A,mchp,N/A,N/A,N/A,N/A,N/A,85.10,39.91,6.09,6.39,16.23,22.86,7.03,22670000000.0,16.51,22670000000.0,23330000000.0,16.65,0.72,6.27,16.69,6.27,1760000000.0,22670000000.0,603990000.0,2.43,457.70,16.20,1310000000.0,5.62,3020000000.0,3.33,15.16,1310000000.0,22670000000.0,2.08,108.59,29210000.0,14.88,13.01,29280000.0,N/A
275,N/A,N/A,mck,N/A,N/A,N/A,N/A,N/A,66.12,8.37,0.18,3.31,2.24,1.48,3.06,36840000000.0,948.15,36840000000.0,42730000000.0,13.36,3.96,0.21,11.00,0.21,11270000000.0,36840000000.0,4540000000.0,21.12,99.70,4.20,2560000000.0,12.29,8449999999.999999,1.05,53.45,3160000000.0,36840000000.0,3.09,0.00,0.00,0.00,0.00,1.36,N/A
276,N/A,N/A,mco,N/A,N/A,N/A,N/A,N/A,1.15,59.60,8.03,9.20,13.73,44.05,16.45,31960000000.0,20.84,31960000000.0,36600000000.0,24.81,2.07,9.20,19.32,9.20,2580000000.0,31960000000.0,546500000.0,2.81,24.30,15.90,1070000000.0000001,5.61,5720000000.0,1.15,1.93,679800000.0,31960000000.0,0.47,88.40,0.00,0.00,0.00,1.76,N/A
277,N/A,N/A,mdlz,N/A,N/A,N/A,N/A,N/A,73.04,31.00,2.58,2.55,8.61,14.53,3.69,66379999999.99999,16.87,66379999999.99999,84630000000.0,18.82,1.91,3.29,18.61,3.29,10130000000.0,66379999999.99999,2210000000.0,1.43,81.00,2.10,0.6,0.6,19060000000.0,0.51,17.41,2500000000.0,66379999999.99999,0.69,78.45,13490000.0,1.7,0.92,11930000.0,N/A
278,N/A,N/A,mdt,N/A,N/A,N/A,N/A,N/A,56.38,23.96,3.98,2.29,16.93,21.61,4.15,117920000000.0,21.72,117920000000.0,133470000000.0,16.85,2.49,4.50,14.56,4.50,20420000000.0,117920000000.0,5020000000.0,3.64,80.90,4.00,13530000000.0,9.99,29080000000.0,2.40,38.02,5500000000.0,117920000000.0,0.06,85.11,12390000.0,2.35,0.91,10900000.0,N/A
279,N/A,N/A,met,N/A,N/A,N/A,N/A,N/A,90.14,11.18,0.93,1.02,0.74,2.96,0.14,57630000000.0,57.09,57630000000.0,83010000000.0,11.18,1.04,1.34,55.91,1.34,22670000000.0,57630000000.0,0.52,0.52,25950000000.0,1.80,25950000000.0,24.66,51330000000.0,0.98,53.79,15930000000.0,57630000000.0,81.90,0.00,0.00,0.00,0.00,1.6,N/A
280,N/A,N/A,mgm,N/A,N/A,N/A,N/A,N/A,129.96,36.39,2.05,3.32,5.77,16.03,3.61,20980000000.0,17.83,20980000000.0,32479999999.999996,25.20,4.16,3.17,12.16,3.17,3960000000.0,20980000000.0,591160000.0,1.02,72.20,12.80,1990000000.0,3.51,13500000000.0,1.02,11.16,239710000.0,20980000000.0,6.97,84.48,0.00,0.00,0.00,0.44,N/A
281,N/A,N/A,mkc,N/A,N/A,N/A,N/A,N/A,195.64,28.88,2.91,5.50,9.88,16.29,6.55,14070000000.0,38.12,14070000000.0,18930000000.0,20.86,2.13,3.92,21.07,3.92,1830000000.0,14070000000.0,477400000.0,3.72,11.60,21.50,186800000.0,1.42,5030000000.0,0.83,19.54,815300000.0,14070000000.0,0.29,86.38,8260000.0,9.17,0.00,7390000.0,N/A
282,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,76.96,23.48,3.19,6.22,13.86,20.45,9.21,43750000000.0,26.63,43750000000.0,48160000000.0,19.80,1.91,3.51,14.74,3.51,13210000000.0,43750000000.0,1900000000.0,3.65,3.70,6.60,1080000000.0,2.11,5490000000.0,1.37,13.78,2029999999.9999998,43750000000.0,0.19,87.95,5510000.0,3.06,1.07,5790000.0,N/A
283,N/A,N/A,mmm,N/A,N/A,N/A,N/A,N/A,120.02,32.61,4.87,13.24,15.35,22.85,12.76,154040000000.0,52.98,154040000000.0,163670000000.0,4.87,4.87,5.17,18.94,5.17,15070000000.0,154040000000.0,4860000000.0,7.93,54.70,9.00,4130000000.0,6.94,13950000000.0,1.86,19.54,6240000000.0,154040000000.0,9.74,10.42,0.00,0.00,0.00,4.7,N/A
284,N/A,N/A,mnst,N/A,N/A,N/A,N/A,N/A,3.24,50.30,11.73,10.31,23.92,38.39,17.77,38860000000.0,5.83,38860000000.0,37770000000.0,37.05,2.22,11.40,28.66,11.40,1940000000.0,38860000000.0,792300000.0,1.37,14.10,15.40,1100000000.0,1.94,3.24,3.24,6.68,1070000000.0000001,38860000000.0,24.95,66.66,6280000.0,3.03,1.52,4890000.0,N/A
285,N/A,N/A,mo,N/A,N/A,N/A,N/A,N/A,113.80,8.85,6.95,11.18,79.60,50.30,15.91,135520000000.00002,10.10,135520000000.00002,147310000000.0,18.49,2.70,7.55,14.69,7.55,11590000000.0,135520000000.00002,15510000000.0,8.03,70.70,1.30,2580000000.0,1.35,13890000000.0,0.77,6.35,4430000000.0,135520000000.00002,0.14,64.99,11650000.0,1.8,0.60,11810000.0,N/A
286,N/A,N/A,mon,N/A,N/A,N/A,N/A,N/A,122.71,22.71,3.68,8.17,16.38,23.16,9.62,53970000000.0,33.34,53970000000.0,59030000000.0,19.59,2.66,4.03,14.26,4.03,7940000000.0,53970000000.0,2400000000.0,5.39,482.80,0.30,3050000000.0,6.92,8119999999.999999,1.28,14.98,3060000000.0,53970000000.0,87.63,0.18,0.75,0.75,0.00,2.16,N/A
287,N/A,N/A,mos,N/A,N/A,N/A,N/A,N/A,38.55,28.86,1.35,0.96,4.68,6.75,1.73,9700000000.0,20.47,9700000000.0,12600000000.0,24.88,2.02,1.75,10.73,1.75,1170000000.0,9700000000.0,335800000.0,0.96,480.40,1.70,685700000.0,1.95,3920000000.0,1.78,28.81,852700000.0,9700000000.0,9.92,81.59,3.96,3.96,5.71,20990000.0,N/A
288,N/A,N/A,mpc,N/A,N/A,N/A,N/A,N/A,61.45,22.75,0.55,2.76,2.59,5.03,4.43,35040000000.0,122.71,35040000000.0,45730000000.0,13.56,0.59,0.72,8.67,0.72,13660000000.0,35040000000.0,1640000000.0,3.15,522.80,17.20,2089999999.9999998,4.28,12780000000.0,1.52,25.96,4850000000.0,35040000000.0,66.72,0.00,12360000.0,2.98,2.66,8970000.0,N/A
289,N/A,N/A,mrk,N/A,N/A,N/A,N/A,N/A,70.19,60.06,4.25,4.42,7.15,20.79,5.44,169020000000.0,14.52,169020000000.0,182830000000.0,15.17,3.19,4.59,14.22,4.59,25920000000.0,169020000000.0,2840000000.0,1.03,11190000000.0,2.00,11190000000.0,4.11,27020000000.0,1.43,14.03,6060000000.0,169020000000.0,0.04,75.82,20330000.0,1.47,0.74,16960000.0,N/A
290,N/A,N/A,mro,N/A,N/A,N/A,N/A,N/A,55.10,117.75,3.21,1.36,141.66,17.36,1.96,16010000000.000002,5.87,16010000000.000002,20700000000.0,117.75,0.43,4.15,9.41,4.15,2720000000.0,16010000000.000002,2240000000.0,8.31,1800000000.0,32.40,1800000000.0,2.11,6490000000.0,2.09,13.85,2140000000.0000002,16010000000.000002,0.23,82.38,27860000.0,2.07,3.73,35360000.0,N/A
291,N/A,N/A,ms,N/A,N/A,N/A,N/A,N/A,375.96,18.64,2.71,1.48,16.22,33.70,7.98,102990000000.0,21.32,102990000000.0,160550000000.0,11.34,0.61,4.23,16.22,4.23,34630000000.0,102990000000.0,5650000000.0,3.09,58.80,5.30,565840000000.0,316.47,301200000000.0,38.87,38.87,1.64,102990000000.0,24.10,63.50,12180000.0,1.46,0.97,15230000.0,N/A
292,N/A,N/A,msft,N/A,N/A,N/A,N/A,N/A,99.22,33.25,7.84,8.10,23.89,25.52,6.40,725630000000.0,11.98,725630000000.0,680970000000.0,24.75,2.54,7.36,21.21,7.36,55690000000.0,725630000000.0,22110000000.0,2.83,16.00,11.90,133610000000.00002,17.32,88950000000.0,3.12,11.61,40400000000.0,725630000000.0,1.40,75.50,50550000.0,2.26,0.67,53330000.0,N/A
293,N/A,N/A,msi,N/A,N/A,N/A,N/A,N/A,1.30,25.28,2.55,3.15,10.51,20.73,9.48,16059999999.999998,38.51,16059999999.999998,19850000000.0,16.75,1.94,3.15,12.14,3.15,2870000000.0,16059999999.999998,3.92,3.92,10.40,7.40,4.03,4.03,4470000000.0,1.30,5.12,1100000000.0,16059999999.999998,0.31,91.12,7910000.0,10.37,4.71,7980000.0,N/A
294,N/A,N/A,mtb,N/A,N/A,N/A,N/A,N/A,100.05,21.77,5.22,1.89,25.77,44.97,1.16,28500000000.0,35.89,28500000000.0,30110000000.0,14.68,1.73,5.51,25.77,5.51,1330000000.0,28500000000.0,1330000000.0,8.70,2.50,11.40,6630000000.0,44.19,8320000000.0,100.05,100.05,0.99,28500000000.0,6.30,80.50,0.37,0.37,0.00,1.58,N/A
295,N/A,N/A,mu,N/A,N/A,N/A,N/A,N/A,38.74,6.83,2.18,2.24,32.77,37.67,16.77,50500000000.0,20.81,50500000000.0,53390000000.0,5.13,0.16,2.31,4.14,2.31,8439999999.999999,50500000000.0,7590000000.0,6.40,387.80,71.40,6170000000.0,5.34,9060000000.0,2.38,19.45,10650000000.0,50500000000.0,4.37,85.20,53730000.0,1.63,5.17,52810000.0,N/A
296,N/A,N/A,mur,N/A,N/A,N/A,N/A,N/A,58.59,74.02,2.95,1.21,4.37,8.10,1.00,7920000000.0,11.80,7920000000.0,7920000000.0,74.02,4.78,3.89,5.99,3.89,1250000000.0,7920000000.0,88960000.0,0.52,997210000.0,2.50,997210000.0,5.78,2920000000.0,1.74,28.86,1140000000.0,7920000000.0,5.81,103.97,0.00,0.00,0.00,2.92,N/A
297,N/A,N/A,myl,N/A,N/A,N/A,N/A,N/A,110.71,28.57,2.08,1.86,7.28,18.37,3.79,24780000000.0,22.32,24780000000.0,38740000000.0,8.56,2.38,3.24,9.98,3.24,4700000000.0,24780000000.0,869200000.0,1.62,760500000.0,2.30,760500000.0,1.42,14720000000.0,1.46,24.78,1920000000.0,24780000000.0,5.50,78.43,24180000.0,4.61,5.10,24600000.0,N/A
298,N/A,N/A,nbl,N/A,N/A,N/A,N/A,N/A,75.95,83.46,4.04,1.67,47.84,14.99,1.65,15730000000.0,8.55,15730000000.0,22840000000.0,83.46,423.64,5.86,12.87,5.86,2410000000.0,15730000000.0,1860000000.0,4.09,1.16,2.00,1.16,1.16,7550000000.0,0.95,19.44,1720000000.0,15730000000.0,1.14,96.84,0.00,0.00,0.00,0.4,N/A
299,N/A,N/A,nbr,N/A,N/A,N/A,N/A,N/A,135.24,10.83,1.12,0.83,31.99,13.26,2.40,2690000000.0,8.61,2690000000.0,6150000000.0,10.83,0.72,2.57,11.61,2.57,883540000.0,2690000000.0,700080000.0,2.69,220330000.0,27.40,220330000.0,0.77,3960000000.0,1.41,10.15,91030000.0,2690000000.0,9.80,89.85,0.05,0.05,0.00,0.24,N/A
300,N/A,N/A,ndaq,N/A,N/A,N/A,N/A,N/A,65.27,52.22,3.46,2.36,6.72,26.78,4.38,13520000000.0,23.56,13520000000.0,16690000000.000002,16.84,1.54,4.26,13.53,4.26,2140000000.0000002,13520000000.0,1.56,1.56,30.50,4.30,3.48,3.48,3740000000.0,1.15,34.42,0.69,13520000000.0,19.08,79.45,2430000.0,1.95,2.09,2170000.0,N/A
301,N/A,N/A,ne,N/A,N/A,N/A,N/A,N/A,67.81,3.36,0.96,0.23,139.42,1.39,0.10,1230000000.0,5.27,1230000000.0,4670000000.0,3.36,0.02,3.63,8.01,3.63,1380000000.0,1230000000.0,1780000000.0,7.34,608760000.0,30.40,608760000.0,2.48,4040000000.0,1.58,21.58,466990000.0,1230000000.0,1.13,92.29,37980000.0,5.61,15.70,47440000.0,N/A
302,N/A,N/A,nee,N/A,N/A,N/A,N/A,N/A,127.96,17.75,4.39,2.81,24.81,28.10,3.21,74180000000.0,36.07,74180000000.0,107750000000.0,21.54,2.67,6.38,12.87,6.38,8720000000.0,74180000000.0,4190000000.0000005,8.89,12.50,0.10,1380000000.0,2.94,34960000000.0,0.61,56.12,6200000000.0,74180000000.0,0.17,78.62,0.18,0.18,0.00,3.93,N/A
303,N/A,N/A,nem,N/A,N/A,N/A,N/A,N/A,33.11,268.30,3.04,1.97,1.18,20.55,4.12,21890000000.0,13.53,21890000000.0,22750000000.0,29.96,3.82,3.16,8.30,3.16,2940000000.0,21890000000.0,0.15,0.15,3040000000.0,4.90,3040000000.0,5.71,4050000000.0,4.18,20.88,2210000000.0,21890000000.0,0.28,85.41,0.08,0.08,0.00,0.3,N/A
304,N/A,N/A,nfx,N/A,N/A,N/A,N/A,N/A,187.01,19.61,4.01,5.16,20.62,25.94,6.06,6710000000.0,8.41,6710000000.0,8710000000.0,11.51,0.49,5.21,9.80,5.21,1.73,6710000000.0,1.73,1.73,81.20,12.00,2.17,2.17,2430000000.0,1.17,6.59,196750000.0,6710000000.0,0.74,103.03,7880000.0,2.35,5.06,9020000.0,N/A
305,N/A,N/A,ni,N/A,N/A,N/A,N/A,N/A,199.14,29.91,1.72,1.89,5.61,18.00,2.90,8250000000.0,14.75,8250000000.0,16920000000.000002,19.14,2.67,3.52,12.15,3.52,3100000000.0,8250000000.0,269800000.0,0.82,48.50,6.50,19300000.0,0.06,8690000000.0,0.52,12.96,800900000.0,8250000000.0,0.34,85.30,0.00,0.00,0.00,0.7,N/A
306,N/A,N/A,nke,N/A,N/A,N/A,N/A,N/A,40.07,29.44,3.19,9.40,11.13,12.75,11.85,110700000000.0,21.16,110700000000.0,109020000000.0,25.48,3.92,3.14,21.12,3.14,15310000000.0,110700000000.0,3870000000.0,2.31,8.90,4.60,6390000000.0,3.93,4710000000.0,2.46,7.24,3770000000.0,110700000000.0,1.67,81.18,0.00,0.00,0.00,0.8,N/A
307,N/A,N/A,nly,N/A,N/A,N/A,N/A,N/A,547.47,4.38,4.27,0.96,90.06,92.02,2.90,12650000000.0,2.87,12650000000.0,89990000000.0,9.25,23.54,30.34,90.06,30.34,2570000000.0,12650000000.0,2570000000.0,2.49,49.70,43.30,457050000.0,0.39,77500000000.0,0.02,11.42,10980000000.0,12650000000.0,0.32,57.61,22590000.0,2.16,2.22,20450000.0,N/A
308,N/A,N/A,noc,N/A,N/A,N/A,N/A,N/A,204.30,29.26,2.26,8.29,7.81,12.78,6.81,58410000000.0,147.95,58410000000.0,61590000000.0,20.31,2.58,2.39,16.32,2.39,5780000000.0,58410000000.0,2020000000.0,11.47,66.10,3.70,11220000000.0,64.48,14400000000.0,2.35,40.49,2610000000.0,58410000000.0,0.50,83.15,1760000.0,2.65,1.14,1570000.0,N/A
309,N/A,N/A,nok,N/A,N/A,N/A,N/A,N/A,23.08,14.58,0.91,1.31,2.05,3.18,1.09,26040000000.0,5.03,26040000000.0,23200000000.0,14.58,0.68,0.81,7.97,0.81,8920000000.0,26040000000.0,532770000.0,0.10,8529999999.999999,6.70,8529999999.999999,1.52,4760000000.0,1.59,3.67,411350000.0,26040000000.0,0.00,6.10,33460000.0,1.91,0.00,30950000.0,N/A
310,N/A,N/A,nov,N/A,N/A,N/A,N/A,N/A,22.70,110.91,2.04,1.02,13.33,13.26,2.70,14330000000.0,18.61,14330000000.0,15820000000.0,110.91,0.33,2.25,67.33,2.25,2.48,14330000000.0,2.48,2.48,1720000000.0,11.50,1720000000.0,4.53,3210000000.0,2.75,37.06,799750000.0,14330000000.0,0.31,95.07,33130000.000000004,9.67,9.71,30740000.0,N/A
311,N/A,N/A,nrg,N/A,N/A,N/A,N/A,N/A,449.88,14.05,0.71,7.33,13.21,8.38,2.23,8680000000.0,38.28,8680000000.0,25320000000.0,14.05,0.22,2.08,10.40,2.08,3800000000.0,8680000000.0,5.06,5.06,57.50,10.90,1230000000.0,3.88,16980000000.0,1.28,3.74,1140000000.0,8680000000.0,0.65,102.51,0.00,0.00,0.00,0.12,N/A
312,N/A,N/A,nsc,N/A,N/A,N/A,N/A,N/A,60.13,8.11,4.09,2.62,51.22,33.99,6.35,43200000000.0,36.65,43200000000.0,52050000000.0,16.09,1.14,4.93,11.20,4.93,6840000000.0,43200000000.0,5400000000.0,18.61,853.80,7.20,2.43,2.43,9840000000.0,0.84,57.57,3250000000.0,43200000000.0,0.17,74.50,4040000.0,2.68,1.44,3620000.0,N/A
313,N/A,N/A,ntap,N/A,N/A,N/A,N/A,N/A,113.00,27.24,3.00,6.09,11.49,14.90,5.50,16899999999.999998,20.78,16899999999.999998,14060000000.0,17.35,1.17,2.50,13.83,2.50,3390000000.0,16899999999.999998,2.33,2.33,60.60,6.10,5970000000.0,22.38,3140000000.0,1.67,10.40,1160000000.0,16899999999.999998,0.06,99.68,14120000.0,5.99,7.49,12900000.0,N/A
314,N/A,N/A,ntri,N/A,N/A,N/A,N/A,N/A,2.38,24.37,1.97,9.96,8.27,11.83,29.81,1330000000.0,22.79,1330000000.0,1240000000.0,19.76,1.51,1.84,13.11,1.84,288460000.0,1330000000.0,55330000.0,1.83,89.00,27.00,89620000.0,3.01,2.38,2.38,4.48,75630000.0,1330000000.0,1.98,110.08,3870000.0,6.67,14.95,3990000.0,N/A
315,N/A,N/A,ntrs,N/A,N/A,N/A,N/A,N/A,41.28,21.58,4.47,2.57,22.19,30.24,0.91,24150000000.0,23.67,24150000000.0,32780000000.0,15.94,1.13,6.07,22.19,6.07,1130000000.0,24150000000.0,1130000000.0,4.92,33.80,13.80,3620000000.0,16.02,12400000000.0,41.28,41.28,1.11,24150000000.0,0.44,83.12,1740000.0,1.33,0.83,1590000.0,N/A
316,N/A,N/A,nue,N/A,N/A,N/A,N/A,N/A,49.65,20.46,1.16,2.60,5.73,9.68,7.32,22110000000.0,59.71,22110000000.0,24870000000.0,14.19,0.90,1.30,9.69,1.30,2029999999.9999998,22110000000.0,1090000000.0,3.40,16.60,20.50,1630000000.0,5.11,4390000000.0,2.11,26.75,1320000000.0,22110000000.0,0.42,78.84,4090000.0,1.75,1.28,4290000.0,N/A
317,N/A,N/A,nus,N/A,N/A,N/A,N/A,N/A,58.29,26.78,1.80,5.40,6.97,11.01,8.95,3870000000.0,40.41,3870000000.0,3860000000.0,20.12,2.55,1.80,12.55,1.80,1710000000.0,3870000000.0,149390000.0,2.74,26.70,6.70,371750000.0,7.06,418220000.0,1.78,13.59,245640000.0,3870000000.0,2.88,79.72,3530000.0,8.28,8.85,3550000.0,N/A
318,N/A,N/A,nvda,N/A,N/A,N/A,N/A,N/A,31.71,60.82,16.43,23.21,28.76,32.09,18.52,147460000000.0,15.30,147460000000.0,143150000000.0,51.77,3.63,15.95,46.60,15.95,4059999999.9999995,147460000000.0,2580000000.0,4.00,54.60,31.50,6320000000.0,10.43,2009999999.9999998,8.26,10.48,2860000000.0,147460000000.0,4.50,65.50,13760000.0,1.01,2.82,12800000.0,N/A
319,N/A,N/A,nwl,N/A,N/A,N/A,N/A,N/A,89.86,9.81,0.82,0.97,8.34,12.72,3.52,12410000000.0,31.06,12410000000.0,22840000000.0,8.86,1.72,1.51,9.07,1.51,4400000000.0,12410000000.0,1260000000.0,2.58,25.70,7.00,792300000.0,1.62,11480000000.0,1.46,25.98,921800000.0,12410000000.0,0.95,96.38,20420000.0,2.26,4.27,23520000.0,N/A
320,N/A,N/A,nwsa,N/A,N/A,N/A,N/A,N/A,3.44,30.07,1.22,0.92,7.96,6.73,2.31,10060000000.0,14.15,10060000000.0,8500000000.0,30.07,2.24,1.03,10.46,1.03,1.13,10060000000.0,1.13,1.13,1880000000.0,4.70,1880000000.0,3.22,3.44,1.56,18.73,508250000.0,10060000000.0,0.59,96.64,8620000.0,4.18,2.26,8520000.0,N/A
321,N/A,N/A,oi,N/A,N/A,N/A,N/A,N/A,599.15,15.76,0.56,4.62,3.57,9.72,4.24,3800000000.0,41.83,3800000000.0,9090000000.0,8.21,0.97,1.34,8.45,1.34,1210000000.0,3800000000.0,1.48,1.48,16.70,4.60,2.08,2.08,5630000000.0,1.23,5.04,303620000.0,3800000000.0,0.75,100.27,5500000.0,3.92,3.40,4670000.0,N/A
322,N/A,N/A,oke,N/A,N/A,N/A,N/A,N/A,171.51,37.04,2.09,4.28,3.76,12.03,5.07,23060000000.0,43.46,23060000000.0,32509999999.999996,26.50,2.50,2.95,18.80,2.95,2420000000.0,23060000000.0,415100000.0,1.62,79.90,23.30,11930000.0,0.03,9460000000.0,0.55,14.06,1370000000.0,23060000000.0,0.59,68.86,11350000.0,4.78,5.44,11050000.0,N/A
323,N/A,N/A,omc,N/A,N/A,N/A,N/A,N/A,154.56,15.45,1.17,7.10,7.72,13.31,5.85,17900000000.0,65.68,17900000000.0,21040000000.0,14.09,2.12,1.37,9.05,1.37,2750000000.0,17900000000.0,1180000000.0,5.03,3.90,1.90,1850000000.0,8.03,4990000000.0,0.90,10.94,1440000000.0,17900000000.0,0.75,106.48,24120000.0,8.64,10.42,25460000.0,N/A
324,N/A,N/A,orcl,N/A,N/A,N/A,N/A,N/A,107.77,22.66,5.61,3.91,25.48,35.19,6.52,218360000000.0,9.40,218360000000.0,207460000000.0,16.59,1.97,5.33,13.70,5.33,30260000000.0,218360000000.0,9910000000.0,2.33,9.90,6.50,71580000000.0,17.29,60680000000.0,5.07,13.48,14580000000.0,218360000000.0,27.29,59.65,29960000.0,2.45,0.98,29360000.0,N/A
325,N/A,N/A,orly,N/A,N/A,N/A,N/A,N/A,472.31,23.50,2.64,38.28,12.13,19.47,14.42,23420000000.0,97.99,23420000000.0,26290000000.0,19.02,1.50,2.96,13.40,2.96,4510000000.0,23420000000.0,1080000000.0,11.72,1.90,5.40,37290000.0,0.44,2900000000.0,0.93,7.20,1330000000.0,23420000000.0,2.15,87.52,4790000.0,4.23,6.07,5060000.0,N/A
326,N/A,N/A,oxy,N/A,N/A,N/A,N/A,N/A,47.54,109.63,5.00,2.86,4.59,0.10,0.02,59060000000.0,15.44,59060000000.0,67080000000.0,35.08,1.06,5.68,16.96,5.68,4900000000.0,59060000000.0,0.70,0.70,1810000000.0,13.30,1810000000.0,2.36,9830000000.0,1.11,27.01,4490000000.0,59060000000.0,0.32,84.06,8970000.0,1.98,1.18,10050000.0,N/A
327,N/A,N/A,p,N/A,N/A,N/A,N/A,N/A,40.95,11.68,0.73,6.34,38.50,24.27,18.49,1070000000.0000001,6.11,1070000000.0000001,837730000.0,11.68,0.34,0.57,2.85,0.57,489900000.0,1070000000.0000001,596500000.0,2.49,499430000.0,7.60,499430000.0,2.01,267399999.99999997,4.18,0.68,221240000.0,1070000000.0000001,1.32,17.44,75810000.0,5.49,31.54,71930000.0,N/A
328,N/A,N/A,payx,N/A,N/A,N/A,N/A,N/A,6.78,30.18,7.77,12.77,26.03,39.62,11.91,25150000000.0,9.02,25150000000.0,24940000000.0,25.00,3.01,7.70,17.62,7.70,3150000000.0,25150000000.0,842600000.0,2.32,7.40,7.10,338600000.0,0.94,133400000.0,1.09,5.48,1070000000.0000001,25150000000.0,10.83,70.67,13510000.0,8.06,4.23,13530000.0,N/A
329,N/A,N/A,pbct,N/A,N/A,N/A,N/A,N/A,16.40,20.54,4.74,1.21,23.62,37.75,0.79,6770000000.0,4.28,6770000000.0,10890000000.0,14.43,7.78,7.63,23.62,7.63,323100000.0,6770000000.0,323100000.0,0.97,39.90,15.60,890800000.0,2.62,5010000000.0,16.40,16.40,0.98,6770000000.0,0.64,78.55,23900000.0,9.14,8.99,24740000.0,N/A
330,N/A,N/A,pbi,N/A,N/A,N/A,N/A,N/A,148.37,27.63,0.71,23.88,2.57,15.19,4.93,2400000000.0,18.20,2400000000.0,4840000000.0,9.05,2.31,1.43,7.07,1.43,1890000000.0,2400000000.0,87760000.0,0.47,12.40,0.50,1740000000.0,9.33,4179999999.9999995,1.42,0.54,524909999.99999994,2400000000.0,0.50,73.62,7920000.0,2.65,5.56,6060000.0,N/A
